SWMM5 LID Report File

Project:  
LID Unit: GreenRoof in Subcatchment FS10

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 01/08/2009 20:10:00	   57.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.019	    0.000	    0.000	    0.330	    0.218
 01/08/2009 20:15:00	   57.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.019	    0.000	    0.000	    0.330	    0.213
 01/08/2009 20:20:00	   57.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.018	    0.000	    0.000	    0.330	    0.208
 01/08/2009 20:25:00	   57.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.017	    0.000	    0.000	    0.330	    0.203
 01/08/2009 20:30:00	   57.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.016	    0.000	    0.000	    0.330	    0.198
 01/08/2009 20:35:00	   58.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.016	    0.000	    0.000	    0.330	    0.194
 01/08/2009 20:40:00	   58.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.015	    0.000	    0.000	    0.330	    0.190
 01/08/2009 20:45:00	   58.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.015	    0.000	    0.000	    0.330	    0.186
 01/08/2009 20:50:00	   58.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.014	    0.000	    0.000	    0.330	    0.182
 01/08/2009 20:55:00	   58.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.014	    0.000	    0.000	    0.330	    0.178
 01/08/2009 21:00:00	   58.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.330	    0.174
 01/08/2009 21:05:00	   58.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.013	    0.000	    0.000	    0.330	    0.171
 01/08/2009 21:10:00	   58.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.167
 01/08/2009 21:15:00	   58.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.164
 01/08/2009 21:20:00	   58.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.012	    0.000	    0.000	    0.330	    0.161
 01/08/2009 21:25:00	   58.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.158
 01/08/2009 21:30:00	   58.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.011	    0.000	    0.000	    0.330	    0.155
 01/08/2009 21:35:00	   59.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.152
 01/08/2009 21:40:00	   59.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.149
 01/08/2009 21:45:00	   59.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.146
 01/08/2009 21:50:00	   59.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.010	    0.000	    0.000	    0.330	    0.143
 01/08/2009 21:55:00	   59.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.141
 01/08/2009 22:00:00	   59.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.138
 01/08/2009 22:05:00	   59.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.136
 01/08/2009 22:10:00	   59.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.134
 01/08/2009 22:15:00	   59.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.131
 01/08/2009 22:20:00	   59.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.129
 01/08/2009 22:25:00	   59.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.127
 01/08/2009 22:30:00	   59.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.125
 01/08/2009 22:35:00	   60.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.123
 01/08/2009 22:40:00	   60.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.121
 01/08/2009 22:45:00	   60.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.119
 01/08/2009 22:50:00	   60.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.117
 01/08/2009 22:55:00	   60.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.115
 01/08/2009 23:00:00	   60.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.113
 01/08/2009 23:05:00	   60.500	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.333	    0.112
 01/08/2009 23:10:00	   60.583	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.143
 01/08/2009 23:15:00	   60.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.141
 01/08/2009 23:20:00	   60.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.138
 01/08/2009 23:25:00	   60.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.009	    0.000	    0.000	    0.330	    0.136
 01/08/2009 23:30:00	   60.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.133
 01/08/2009 23:35:00	   61.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.131
 01/08/2009 23:40:00	   61.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.129
 01/08/2009 23:45:00	   61.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.127
 01/08/2009 23:50:00	   61.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.008	    0.000	    0.000	    0.330	    0.125
 01/08/2009 23:55:00	   61.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.123
 01/09/2009 00:00:00	   61.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.121
 01/09/2009 00:05:00	   61.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.119
 01/09/2009 00:10:00	   61.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.117
 01/09/2009 00:15:00	   61.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.007	    0.000	    0.000	    0.330	    0.115
 01/09/2009 00:20:00	   61.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.113
 01/09/2009 00:25:00	   61.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.112
 01/09/2009 00:30:00	   61.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.110
 01/09/2009 00:35:00	   62.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.108
 01/09/2009 00:40:00	   62.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.107
 01/09/2009 00:45:00	   62.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.105
 01/09/2009 00:50:00	   62.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.006	    0.000	    0.000	    0.330	    0.104
 01/09/2009 00:55:00	   62.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.102
 01/09/2009 01:00:00	   62.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.101
 01/09/2009 01:05:00	   62.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.099
 01/09/2009 01:10:00	   62.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.098
 01/09/2009 01:15:00	   62.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.096
 01/09/2009 01:20:00	   62.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.095
 01/09/2009 01:25:00	   62.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.094
 01/09/2009 01:30:00	   62.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.005	    0.000	    0.000	    0.330	    0.093
 01/09/2009 01:35:00	   63.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.091
 01/09/2009 01:40:00	   63.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.090
 01/09/2009 01:45:00	   63.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.089
 01/09/2009 01:50:00	   63.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.088
 01/09/2009 01:55:00	   63.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.087
 01/09/2009 02:00:00	   63.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.086
 01/09/2009 02:05:00	   63.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.084
 01/09/2009 02:10:00	   63.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.083
 01/09/2009 02:15:00	   63.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.082
 01/09/2009 02:20:00	   63.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.081
 01/09/2009 02:25:00	   63.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.080
 01/09/2009 02:30:00	   63.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.004	    0.000	    0.000	    0.330	    0.079
 01/09/2009 02:35:00	   64.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.078
 01/09/2009 02:40:00	   64.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.077
 01/09/2009 02:45:00	   64.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.077
 01/09/2009 02:50:00	   64.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.076
 01/09/2009 02:55:00	   64.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.075
 01/09/2009 03:00:00	   64.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.074
 01/09/2009 03:05:00	   64.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.073
 01/09/2009 03:10:00	   64.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.072
 01/09/2009 03:15:00	   64.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.071
 01/09/2009 03:20:00	   64.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.071
 01/09/2009 03:25:00	   64.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.070
 01/09/2009 03:30:00	   64.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.069
 01/09/2009 03:35:00	   65.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.068
 01/09/2009 03:40:00	   65.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.067
 01/09/2009 03:45:00	   65.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.067
 01/09/2009 03:50:00	   65.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.066
 01/09/2009 03:55:00	   65.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.003	    0.000	    0.000	    0.330	    0.065
 01/09/2009 04:00:00	   65.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.065
 01/09/2009 04:05:00	   65.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.064
 01/09/2009 04:10:00	   65.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.063
 01/09/2009 04:15:00	   65.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.063
 01/09/2009 04:20:00	   65.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.062
 01/09/2009 04:25:00	   65.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/09/2009 04:30:00	   65.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.061
 01/09/2009 04:35:00	   66.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.060
 01/09/2009 04:40:00	   66.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.060
 01/09/2009 04:45:00	   66.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.059
 01/09/2009 04:50:00	   66.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/09/2009 04:55:00	   66.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.058
 01/09/2009 05:00:00	   66.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.057
 01/09/2009 05:05:00	   66.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.057
 01/09/2009 05:10:00	   66.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/09/2009 05:15:00	   66.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.056
 01/09/2009 05:20:00	   66.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.055
 01/09/2009 05:25:00	   66.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.055
 01/09/2009 05:30:00	   66.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.054
 01/09/2009 05:35:00	   67.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/09/2009 05:40:00	   67.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/09/2009 05:45:00	   67.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.053
 01/09/2009 05:50:00	   67.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/09/2009 05:55:00	   67.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.052
 01/09/2009 06:00:00	   67.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/09/2009 06:05:00	   67.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.051
 01/09/2009 06:10:00	   67.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/09/2009 06:15:00	   67.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.050
 01/09/2009 06:20:00	   67.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/09/2009 06:25:00	   67.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.049
 01/09/2009 06:30:00	   67.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/09/2009 06:35:00	   68.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.002	    0.000	    0.000	    0.330	    0.048
 01/09/2009 06:40:00	   68.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.048
 01/09/2009 06:45:00	   68.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/09/2009 06:50:00	   68.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.047
 01/09/2009 06:55:00	   68.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/09/2009 07:00:00	   68.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/09/2009 07:05:00	   68.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.046
 01/09/2009 07:10:00	   68.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/09/2009 07:15:00	   68.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.045
 01/09/2009 07:20:00	   68.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/09/2009 07:25:00	   68.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/09/2009 07:30:00	   68.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.044
 01/09/2009 07:35:00	   69.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/09/2009 07:40:00	   69.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/09/2009 07:45:00	   69.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.043
 01/09/2009 07:50:00	   69.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/09/2009 07:55:00	   69.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/09/2009 08:00:00	   69.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.042
 01/09/2009 08:05:00	   69.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/09/2009 08:10:00	   69.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/09/2009 08:15:00	   69.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/09/2009 08:20:00	   69.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/09/2009 08:25:00	   69.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/09/2009 08:30:00	   69.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/09/2009 08:35:00	   70.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/09/2009 08:40:00	   70.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/09/2009 08:45:00	   70.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/09/2009 08:50:00	   70.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/09/2009 08:55:00	   70.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/09/2009 09:00:00	   70.417	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/09/2009 09:05:00	   70.500	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
 01/09/2009 09:10:00	   70.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/09/2009 09:15:00	   70.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.037
 01/10/2009 16:55:00	  102.333	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.330	    0.008
 01/10/2009 17:00:00	  102.417	    0.120	   0.0000	    0.120	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.333	    0.008
 01/10/2009 17:05:00	  102.500	    0.000	   0.0000	    0.000	    0.000	    0.120	    0.000	   0.000	    0.000	    0.000	    0.000	    0.330	    0.041
 01/10/2009 17:10:00	  102.583	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.041
 01/10/2009 17:15:00	  102.667	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/10/2009 17:20:00	  102.750	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/10/2009 17:25:00	  102.833	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.040
 01/10/2009 17:30:00	  102.917	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/10/2009 17:35:00	  103.000	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/10/2009 17:40:00	  103.083	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/10/2009 17:45:00	  103.167	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.039
 01/10/2009 17:50:00	  103.250	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.001	    0.000	    0.000	    0.330	    0.038
